G_NUMBER	country	lineage	sublineage	isolation_date	new_id
G701429	TheGambia	L4	L4.1.1.3	29-08-2012	G701429/29-08-2012/1
G701430	TheGambia	L4	L4.7	29-08-2012	G701430/29-08-2012/1
G701431	TheGambia	L4	L4.3.4.2	12-09-2012	G701431/12-09-2012/1
G701432	TheGambia	L4	L4.7	19-09-2012	G701432/19-09-2012/1
G701433	TheGambia	L4	L4.3.4.2	27-09-2012	G701433/27-09-2012/1
G701434	TheGambia	L4	L4.8	27-09-2012	G701434/27-09-2012/1
G701435	TheGambia	L4	L4.7	02-10-2012	G701435/02-10-2012/1
G701436	TheGambia	L4	L4.7	11-10-2012	G701436/11-10-2012/1
G701437	TheGambia	L4	L4.1.2.1	11-10-2012	G701437/11-10-2012/1
G701438	TheGambia	L4	L4.4.1.2	24-10-2012	G701438/24-10-2012/1
G701439	TheGambia	L4	L4.1.2.1	01-10-2012	G701439/01-10-2012/1
G701440	TheGambia	L4	L4.7	05-11-2012	G701440/05-11-2012/1
G701441	TheGambia	L4	L4.8	05-11-2012	G701441/05-11-2012/1
G701442	TheGambia	L4	L4.3.2	08-11-2012	G701442/08-11-2012/1
G701443	TheGambia	L4	L4.3.4.1	15-11-2012	G701443/15-11-2012/1
G701444	TheGambia	L4	L4.8	26-11-2012	G701444/26-11-2012/1
G701446	TheGambia	L4	L4.1.2.1	07-12-2012	G701446/07-12-2012/1
G701447	TheGambia	L4	L4.8	21-12-2012	G701447/21-12-2012/1
G701448	TheGambia	L4	L4.3.4.2	18-01-2012	G701448/18-01-2012/1
G701449	TheGambia	L4	L4.8	31-01-2012	G701449/31-01-2012/1
G701451	TheGambia	L4	L4.1.2.1	01-03-2012	G701451/01-03-2012/1
G701453	TheGambia	L4	L4.6.2.2	08-03-2012	G701453/08-03-2012/1
G701455	TheGambia	L4	L4.1.2.1	22-03-2012	G701455/22-03-2012/1
G701456	TheGambia	L4	L4.1.2.1	19-04-2012	G701456/19-04-2012/1
G701457	TheGambia	L4	L4.3.4.2	07-05-2012	G701457/07-05-2012/1
G701458	TheGambia	L4	L4.1.2.1	10-05-2012	G701458/10-05-2012/1
G701459	TheGambia	L4	L4.1.2.1	14-05-2012	G701459/14-05-2012/1
G701460	TheGambia	L4	L4.8	30-05-2012	G701460/30-05-2012/1
G701461	TheGambia	L4	L4.1.2.1	31-05-2012	G701461/31-05-2012/1
G701462	TheGambia	L4	L4.1.2.1	20-06-2012	G701462/20-06-2012/1
G701463	TheGambia	L4	L4.3.4.2	20-06-2012	G701463/20-06-2012/1
G701464	TheGambia	L4	L4.3.4.2	26-06-2012	G701464/26-06-2012/1
G701465	TheGambia	L4	L4.3.1	04-07-2012	G701465/04-07-2012/1
G701466	TheGambia	L4	L4.1	16-07-2012	G701466/16-07-2012/1
G701467	TheGambia	L4	L4.1.2.1	09-08-2012	G701467/09-08-2012/1
G701468	TheGambia	L4	L4.4.1.1	09-08-2012	G701468/09-08-2012/1
G701469	TheGambia	L4	L4.1.2.1	09-08-2012	G701469/09-08-2012/1
G701470	TheGambia	L4	L4.1.2.1	28-08-2012	G701470/28-08-2012/1
G701471	TheGambia	L4	L4.1	20-09-2012	G701471/20-09-2012/1
G701472	TheGambia	L4	L4.1.2.1	09-10-2012	G701472/09-10-2012/1
G701473	TheGambia	L4	L4.3.4.2	19-10-2012	G701473/19-10-2012/1
G701474	TheGambia	L4	L4.3.4.2	05-11-2012	G701474/05-11-2012/1
G701476	TheGambia	L4	L4.1	16-11-2012	G701476/16-11-2012/1
G701477	TheGambia	L4	L4.1.2.1	13-12-2012	G701477/13-12-2012/1
G701478	TheGambia	L4	L4.1	17-01-2012	G701478/17-01-2012/1
G701479	TheGambia	L4	L4.1.2.1	12-03-2012	G701479/12-03-2012/1
G701482	TheGambia	L4	L4.3.4.2	15-05-2012	G701482/15-05-2012/1
G701483	TheGambia	L4	L4.3.4.1	17-05-2012	G701483/17-05-2012/1
G701485	TheGambia	L4	L4	24-05-2012	G701485/24-05-2012/1
G701487	TheGambia	L4	L4.1.2.1	07-06-2012	G701487/07-06-2012/1
G701488	TheGambia	L4	L4.8	03-07-2012	G701488/03-07-2012/1
G701489	TheGambia	L4	L4.1.2.1	16-08-2012	G701489/16-08-2012/1
G701491	TheGambia	L4	L4.1.2.1	29-08-2012	G701491/29-08-2012/1
G701492	TheGambia	L4	L4.3.2	11-10-2012	G701492/11-10-2012/1
G701493	TheGambia	L4	L4.1.2.1	13-11-2012	G701493/13-11-2012/1
G701494	TheGambia	L4	L4.8	11-12-2012	G701494/11-12-2012/1
G701495	TheGambia	L4	L4.3.4.2	28-12-2012	G701495/28-12-2012/1
G701496	TheGambia	L4	L4.1.2.1	01-10-2012	G701496/01-10-2012/1
G701497	TheGambia	L4	L4.6.2.2	30-10-2012	G701497/30-10-2012/1
G701500	TheGambia	L4	L4.1	28-11-2012	G701500/28-11-2012/1
G701501	TheGambia	L4	L4.6.2.2	05-12-2012	G701501/05-12-2012/1
G701502	TheGambia	L4	L4.1.2.1	05-12-2012	G701502/05-12-2012/1
G701503	TheGambia	L4	L4.3.4.2	17-12-2012	G701503/17-12-2012/1
G701504	TheGambia	L4	L4.6.2.2	09-01-2013	G701504/09-01-2013/1
G701506	TheGambia	L4	L4.1.2.1	24-01-2012	G701506/24-01-2012/1
G701507	TheGambia	L4	L4.1.2.1	23-01-2012	G701507/23-01-2012/1
G701508	TheGambia	L4	L4.1.2.1	17-01-2012	G701508/17-01-2012/1
G701510	TheGambia	L4	L4.3.3	16-02-2012	G701510/16-02-2012/1
G701511	TheGambia	L4	L4.1.2.1	24-02-2012	G701511/24-02-2012/1
G701512	TheGambia	L4	L4.1	29-02-2012	G701512/29-02-2012/1
G701514	TheGambia	L4	L4.3.4.2	27-04-2012	G701514/27-04-2012/1
G701515	TheGambia	L4	L4.1.2.1	18-05-2012	G701515/18-05-2012/1
G701516	TheGambia	L4	L4.3.3	29-05-2012	G701516/29-05-2012/1
G701518	TheGambia	L4	L4.1.2.1	13-06-2012	G701518/13-06-2012/1
G701519	TheGambia	L4	L4.1.2.1	28-06-2012	G701519/28-06-2012/1
G701520	TheGambia	L4	L4.1	10-07-2012	G701520/10-07-2012/1
G701521	TheGambia	L4	L4.7	12-07-2012	G701521/12-07-2012/1
G701522	TheGambia	L4	L4.3.4.2	27-04-2012	G701522/27-04-2012/1
G701524	TheGambia	L4	L4.8	09-05-2012	G701524/09-05-2012/1
G701527	TheGambia	L4	L4.6.2.2	06-12-2012	G701527/06-12-2012/1
G701528	TheGambia	L4	L4.3.4.2	12-04-2012	G701528/12-04-2012/1
G701529	TheGambia	L4	L4.1.2.1	25-04-2012	G701529/25-04-2012/1
G701532	TheGambia	L4	L4.8	12-03-2012	G701532/12-03-2012/1
G701533	TheGambia	L4	L4.3.4.2	12-03-2012	G701533/12-03-2012/1
G701536	TheGambia	L4	L4.1.2.1	05-06-2012	G701536/05-06-2012/1
G701537	TheGambia	L4	L4.1.2.1	18-06-2012	G701537/18-06-2012/1
G701539	TheGambia	L4	L4.4.1.1	26-07-2012	G701539/26-07-2012/1
G701540	TheGambia	L4	L4.3.4.2	01-08-2012	G701540/01-08-2012/1
G701541	TheGambia	L4	L4.8	26-09-2012	G701541/26-09-2012/1
G701544	TheGambia	L4	L4.8	06-08-2012	G701544/06-08-2012/1
G701548	TheGambia	L4	L4.3.2	12-06-2012	G701548/12-06-2012/1
G701549	TheGambia	L4	L4.1.2.1	01-10-2012	G701549/01-10-2012/1
G701551	TheGambia	L4	L4.1.2.1	28-01-2013	G701551/28-01-2013/1
G701552	TheGambia	L4	L4.1.2.1	12-03-2013	G701552/12-03-2013/1
G701553	TheGambia	L4	L4.3.4.2	06-03-2013	G701553/06-03-2013/1
G701554	TheGambia	L4	L4.1.2.1	09-04-2013	G701554/09-04-2013/1
G701555	TheGambia	L4	L4.3.4.1	17-04-2013	G701555/17-04-2013/1
G701557	TheGambia	L4	L4	22-08-2013	G701557/22-08-2013/1
G701558	TheGambia	L4	L4.1.2.1	14-05-2013	G701558/14-05-2013/1
G701559	TheGambia	L4	L4.1.2.1	05-06-2013	G701559/05-06-2013/1
G701560	TheGambia	L4	L4.3.4.1	18-06-2013	G701560/18-06-2013/1
G701562	TheGambia	L4	L4.3.4.2	12-07-2013	G701562/12-07-2013/1
G701563	TheGambia	L4	L4.7	01-08-2013	G701563/01-08-2013/1
G701565	TheGambia	L4	L4.1	14-08-2013	G701565/14-08-2013/1
G701566	TheGambia	L4	L4.3.4.2	27-08-2013	G701566/27-08-2013/1
G701567	TheGambia	L4	L4.1.2.1	03-09-2013	G701567/03-09-2013/1
G701569	TheGambia	L4	L4.1	01-10-2013	G701569/01-10-2013/1
G701570	TheGambia	L4	L4.8	09-10-2013	G701570/09-10-2013/1
G701571	TheGambia	L4	L4.8	22-10-2013	G701571/22-10-2013/1
G701574	TheGambia	L4	L4	29-10-2013	G701574/29-10-2013/1
G701575	TheGambia	mixed	L4.8;L3	06-11-2013	G701575/06-11-2013/1
G701576	TheGambia	L4	L4.8	15-01-2014	G701576/15-01-2014/1
G701577	TheGambia	L4	L4.1.2.1	20-11-2013	G701577/20-11-2013/1
G701578	TheGambia	L4	L4.1.2.1	26-11-2013	G701578/26-11-2013/1
G701579	TheGambia	L4	L4.3.3	23-12-2013	G701579/23-12-2013/1
G701580	TheGambia	L4	L4.1.2.1	19-12-2013	G701580/19-12-2013/1
G701581	TheGambia	L4	L4.8	10-01-2013	G701581/10-01-2013/1
G701582	TheGambia	L4	L4.1	07-01-2013	G701582/07-01-2013/1
G701584	TheGambia	L4	L4.3.2	14-01-2013	G701584/14-01-2013/1
G701585	TheGambia	L4	L4.1.2.1	14-01-2013	G701585/14-01-2013/1
G701586	TheGambia	L4	L4.3.4.2	21-01-2013	G701586/21-01-2013/1
G701587	TheGambia	L4	L4.1.2.1	06-02-2013	G701587/06-02-2013/1
G701588	TheGambia	L4	L4.3.4.1	15-02-2013	G701588/15-02-2013/1
G701589	TheGambia	L4	L4.1.2.1	26-02-2013	G701589/26-02-2013/1
G701590	TheGambia	L4	L4.1.2.1	28-02-2013	G701590/28-02-2013/1
G701591	TheGambia	L4	L4.3.4.2	18-03-2013	G701591/18-03-2013/1
G701592	TheGambia	L4	L4.3.1	18-03-2013	G701592/18-03-2013/1
G701593	TheGambia	L4	L4.6.2.2	11-04-2013	G701593/11-04-2013/1
G701594	TheGambia	L4	L4.1.2.1	12-04-2013	G701594/12-04-2013/1
G701595	TheGambia	L4	L4.3.4.1	15-04-2013	G701595/15-04-2013/1
G701596	TheGambia	L4	L4.7	16-04-2013	G701596/16-04-2013/1
G701598	TheGambia	L4	L4.1.2.1	22-04-2013	G701598/22-04-2013/1
G701600	TheGambia	L4	L4.1.2	13-05-2013	G701600/13-05-2013/1
G701601	TheGambia	L4	L4.3.4.2	21-05-2013	G701601/21-05-2013/1
G701602	TheGambia	L4	L4.7	05-06-2013	G701602/05-06-2013/1
G701603	TheGambia	L4	L4.3.4.2	05-06-2013	G701603/05-06-2013/1
G701604	TheGambia	L4	L4.1.2.1	17-06-2013	G701604/17-06-2013/1
G701607	TheGambia	L4	L4.1.2.1	01-07-2013	G701607/01-07-2013/1
G701608	TheGambia	L4	L4.1	15-07-2013	G701608/15-07-2013/1
G701609	TheGambia	L4	L4.1	15-07-2013	G701609/15-07-2013/1
G701610	TheGambia	L4	L4.3.3	16-07-2013	G701610/16-07-2013/1
G701611	TheGambia	L4	L4.8	19-07-2013	G701611/19-07-2013/1
G701612	TheGambia	mixed	L4.8;L2	25-07-2013	G701612/25-07-2013/1
G701613	TheGambia	L4	L4.8	31-07-2013	G701613/31-07-2013/1
G701614	TheGambia	L4	L4.3.2	25-10-2013	G701614/25-10-2013/1
G701616	TheGambia	mixed	L6.3.1;L4.7	02-12-2013	G701616/02-12-2013/1
G701617	TheGambia	L4	L4.8	02-12-2013	G701617/02-12-2013/1
G701618	TheGambia	L4	L4.1	22-12-2013	G701618/22-12-2013/1
G701619	TheGambia	L4	L4.1.2.1	09-12-2013	G701619/09-12-2013/1
G701620	TheGambia	L4	L4.3.2	18-12-2013	G701620/18-12-2013/1
G701621	TheGambia	L4	L4.3.4.1	30-12-2013	G701621/30-12-2013/1
G701622	TheGambia	L4	L4.1.2.1	30-12-2013	G701622/30-12-2013/1
G701623	TheGambia	L4	L4.1.1.1	09-01-2013	G701623/09-01-2013/1
G701624	TheGambia	L4	L4.3.4.1	21-01-2013	G701624/21-01-2013/1
G701625	TheGambia	L4	L4.1	23-01-2013	G701625/23-01-2013/1
G701626	TheGambia	L4	L4.8	06-02-2013	G701626/06-02-2013/1
G701627	TheGambia	L4	L4.6.2.2	13-03-2013	G701627/13-03-2013/1
G701628	TheGambia	L4	L4.3.1	20-03-2013	G701628/20-03-2013/1
G701629	TheGambia	L4	L4.3.4.2	21-03-2013	G701629/21-03-2013/1
G701632	TheGambia	L4	L4.7	18-06-2013	G701632/18-06-2013/1
G701633	TheGambia	L4	L4.1.2.1	18-06-2013	G701633/18-06-2013/1
G701635	TheGambia	L4	L4.1.2.1	04-07-2013	G701635/04-07-2013/1
G701637	TheGambia	L4	L4.1.2.1	24-07-2013	G701637/24-07-2013/1
G701638	TheGambia	L4	L4.8	01-08-2013	G701638/01-08-2013/1
G701639	TheGambia	L4	L4.3.4.2	18-09-2013	G701639/18-09-2013/1
G701640	TheGambia	L4	L4.4.1.1	08-11-2013	G701640/08-11-2013/1
G701642	TheGambia	L4	L4.3.4.2	09-01-2013	G701642/09-01-2013/1
G701645	TheGambia	L4	L4.1.2.1	11-02-2013	G701645/11-02-2013/1
G701646	TheGambia	L4	L4.1.2.1	13-02-2013	G701646/13-02-2013/1
G701647	TheGambia	L4	L4.1.2.1	13-03-2013	G701647/13-03-2013/1
G701648	TheGambia	L4	L4.3.4.1	14-03-2013	G701648/14-03-2013/1
G701649	TheGambia	L4	L4.3.4.2	26-03-2013	G701649/26-03-2013/1
G701650	TheGambia	L4	L4.1	02-04-2013	G701650/02-04-2013/1
G701651	TheGambia	L4	L4.1.1.1	09-04-2013	G701651/09-04-2013/1
G701652	TheGambia	L4	L4.1.2.1	24-04-2013	G701652/24-04-2013/1
G701653	TheGambia	L4	L4.8	27-05-2013	G701653/27-05-2013/1
G701654	TheGambia	L4	L4.7	29-05-2013	G701654/29-05-2013/1
G701655	TheGambia	L4	L4.1	03-06-2013	G701655/03-06-2013/1
G701656	TheGambia	L4	L4.1.1.1	05-06-2013	G701656/05-06-2013/1
G701657	TheGambia	L4	L4.7	07-06-2013	G701657/07-06-2013/1
G701658	TheGambia	L4	L4.3.3	11-06-2013	G701658/11-06-2013/1
G701659	TheGambia	L4	L4.1.2.1	12-06-2013	G701659/12-06-2013/1
G701660	TheGambia	L4	L4.3.4.2	19-06-2013	G701660/19-06-2013/1
G701661	TheGambia	L4	L4.1	24-06-2013	G701661/24-06-2013/1
G701662	TheGambia	L4	L4.7	11-07-2013	G701662/11-07-2013/1
G701663	TheGambia	L4	L4.3.3	11-07-2013	G701663/11-07-2013/1
G701664	TheGambia	L4	L4.3.2	17-07-2013	G701664/17-07-2013/1
G701666	TheGambia	L4	L4.1.2.1	05-08-2013	G701666/05-08-2013/1
G701667	TheGambia	L4	L4.6.2.2	13-08-2013	G701667/13-08-2013/1
G701668	TheGambia	L4	L4.1.2.1	14-08-2013	G701668/14-08-2013/1
G701669	TheGambia	L4	L4.1	21-08-2013	G701669/21-08-2013/1
G701670	TheGambia	L4	L4.3.4.1	21-08-2013	G701670/21-08-2013/1
G701671	TheGambia	L4	L4.6.2.2	19-09-2013	G701671/19-09-2013/1
G701672	TheGambia	L4	L4.3.4.2	02-10-2013	G701672/02-10-2013/1
G701673	TheGambia	L4	L4.3.4.2	09-10-2013	G701673/09-10-2013/1
G701674	TheGambia	mixed	L4.1.2.1;L2.2.1/Asia_Ancestral3	18-10-2013	G701674/18-10-2013/1
G701676	TheGambia	L4	L4.3.4.1	14-11-2013	G701676/14-11-2013/1
G701677	TheGambia	L4	L4.3.4.2	02-12-2013	G701677/02-12-2013/1
G701678	TheGambia	L4	L4.3.4.2	02-12-2013	G701678/02-12-2013/1
G701679	TheGambia	L4	L4.7	17-12-2013	G701679/17-12-2013/1
G701680	TheGambia	L4	L4.6.2.2	07-01-2014	G701680/07-01-2014/1
G701681	TheGambia	L4	L4.1.2.1	08-01-2013	G701681/08-01-2013/1
G701682	TheGambia	L4	L4.1.2	08-01-2013	G701682/08-01-2013/1
G701683	TheGambia	L4	L4.1.2.1	14-06-2013	G701683/14-06-2013/1
G701684	TheGambia	L4	L4.1.2.1	21-10-2013	G701684/21-10-2013/1
G701686	TheGambia	L4	L4.1.1.1	10-01-2013	G701686/10-01-2013/1
G701687	TheGambia	L4	L4.1.2.1	10-01-2013	G701687/10-01-2013/1
G701688	TheGambia	L4	L4.8	18-01-2013	G701688/18-01-2013/1
G701689	TheGambia	L4	L4.1.2.1	14-02-2013	G701689/14-02-2013/1
G701690	TheGambia	L4	L4.1.2.1	26-04-2013	G701690/26-04-2013/1
G701691	TheGambia	L4	L4.1.2.1	26-04-2013	G701691/26-04-2013/1
G701692	TheGambia	L4	L4.3.4.1	30-05-2013	G701692/30-05-2013/1
G701693	TheGambia	L4	L4.1	06-08-2013	G701693/06-08-2013/1
G701694	TheGambia	L4	L4.3	03-09-2013	G701694/03-09-2013/1
G701695	TheGambia	L4	L4.7	24-09-2013	G701695/24-09-2013/1
G701696	TheGambia	L4	L4.6.2.2	26-09-2013	G701696/26-09-2013/1
G701697	TheGambia	L4	L4.3.4.1	30-09-2013	G701697/30-09-2013/1
G701698	TheGambia	L4	L4.1.2.1	07-11-2013	G701698/07-11-2013/1
G701699	TheGambia	mixed	L6.3.1;L4.1.2.1	05-12-2013	G701699/05-12-2013/1
G701700	TheGambia	L4	L4.3.4.2	09-12-2013	G701700/09-12-2013/1
G701701	TheGambia	L4	L4.7	17-04-2013	G701701/17-04-2013/1
G701702	TheGambia	L4	L4.3.4.2	21-05-2013	G701702/21-05-2013/1
G701703	TheGambia	L4	L4.7	04-06-2013	G701703/04-06-2013/1
G701704	TheGambia	L4	L4.3.4.1	10-06-2013	G701704/10-06-2013/1
G701705	TheGambia	L4	L4.1.2.1	09-07-2013	G701705/09-07-2013/1
G701707	TheGambia	L4	L4.8	14-08-2013	G701707/14-08-2013/1
G701708	TheGambia	L4	L4.1.2.1	24-10-2013	G701708/24-10-2013/1
G701709	TheGambia	L4	L4.3.2	25-10-2013	G701709/25-10-2013/1
G701711	TheGambia	L4	L4.1.2.1	09-12-2013	G701711/09-12-2013/1
G701712	TheGambia	L4	L4.1.2.1	02-01-2013	G701712/02-01-2013/1
G701713	TheGambia	L4	L4.6.2.2	11-01-2013	G701713/11-01-2013/1
G701714	TheGambia	L4	L4.1.2.1	14-01-2013	G701714/14-01-2013/1
G701715	TheGambia	L4	L4.6.2.2	16-01-2013	G701715/16-01-2013/1
G701716	TheGambia	L4	L4.1.1.3	06-02-2013	G701716/06-02-2013/1
G701717	TheGambia	L4	L4.6.2.2	12-02-2013	G701717/12-02-2013/1
G701718	TheGambia	L4	L4.1.2.1	12-02-2013	G701718/12-02-2013/1
G701719	TheGambia	L4	L4.3.4.1	25-02-2013	G701719/25-02-2013/1
G701720	TheGambia	L4	L4.8	25-02-2013	G701720/25-02-2013/1
G701721	TheGambia	L4	L4.6.2.2	07-03-2013	G701721/07-03-2013/1
G701722	TheGambia	mixed	L4.1.1.3;L1.1.1	18-03-2013	G701722/18-03-2013/1
G701723	TheGambia	L4	L4.8	02-04-2013	G701723/02-04-2013/1
G701724	TheGambia	L4	L4.6.2.2	08-04-2013	G701724/08-04-2013/1
G701725	TheGambia	L4	L4.3.4.2	10-04-2013	G701725/10-04-2013/1
G701726	TheGambia	L4	L4.3.4.2	11-04-2013	G701726/11-04-2013/1
G701727	TheGambia	L4	L4.1.2.1	18-04-2013	G701727/18-04-2013/1
G701728	TheGambia	L4	L4.1.2.1	22-04-2013	G701728/22-04-2013/1
G701729	TheGambia	L4	L4.1.2.1	23-04-2013	G701729/23-04-2013/1
G701730	TheGambia	L4	L4.3.4.1	30-04-2013	G701730/30-04-2013/1
G701731	TheGambia	L4	L4.3.2	09-05-2013	G701731/09-05-2013/1
G701732	TheGambia	L4	L4.1.2.1	21-05-2013	G701732/21-05-2013/1
G701734	TheGambia	L4	L4.3.4.1	29-05-2013	G701734/29-05-2013/1
G701735	TheGambia	L4	L4.3.4.2	03-05-2013	G701735/03-05-2013/1
G701736	TheGambia	L4	L4.1.2.1	17-06-2013	G701736/17-06-2013/1
G701737	TheGambia	L4	L4.8	21-06-2013	G701737/21-06-2013/1
G701738	TheGambia	L4	L4.1.2.1	27-06-2013	G701738/27-06-2013/1
G701739	TheGambia	L4	L4.7	01-07-2013	G701739/01-07-2013/1
G701740	TheGambia	L4	L4.1	10-07-2013	G701740/10-07-2013/1
G701741	TheGambia	L4	L4.8	15-07-2013	G701741/15-07-2013/1
G701742	TheGambia	L4	L4.6.2.2	15-06-2013	G701742/15-06-2013/1
G701743	TheGambia	L4	L4.7	29-07-2013	G701743/29-07-2013/1
G701744	TheGambia	L4	L4.3.4.1	29-07-2013	G701744/29-07-2013/1
G701745	TheGambia	L4	L4.1.2.1	29-07-2013	G701745/29-07-2013/1
G701746	TheGambia	L4	L4.1.1.3	30-07-2013	G701746/30-07-2013/1
G701747	TheGambia	L4	L4.6.2.2	07-08-2013	G701747/07-08-2013/1
G701749	TheGambia	L4	L4.6.2.2	16-08-2013	G701749/16-08-2013/1
G701750	TheGambia	L4	L4.1.2.1	21-08-2013	G701750/21-08-2013/1
G701751	TheGambia	L4	L4.7	22-08-2013	G701751/22-08-2013/1
G701752	TheGambia	L4	L4.3.4.2	22-08-2013	G701752/22-08-2013/1
G701753	TheGambia	L4	L4.1.2.1	28-08-2013	G701753/28-08-2013/1
G701755	TheGambia	L4	L4.6.2.2	03-09-2013	G701755/03-09-2013/1
G701756	TheGambia	L4	L4.1.2.1	05-09-2013	G701756/05-09-2013/1
G701757	TheGambia	L4	L4.1.2.1	05-09-2013	G701757/05-09-2013/1
G701758	TheGambia	L4	L4.6.2.2	11-09-2013	G701758/11-09-2013/1
G701759	TheGambia	L4	L4.8	13-09-2013	G701759/13-09-2013/1
G701760	TheGambia	L4	L4.3.4.2	13-09-2013	G701760/13-09-2013/1
G701761	TheGambia	L4	L4.1.2.1	17-09-2013	G701761/17-09-2013/1
G701762	TheGambia	L4	L4.6.2.2	18-09-2013	G701762/18-09-2013/1
G701763	TheGambia	L4	L4.3.3	23-09-2013	G701763/23-09-2013/1
G701764	TheGambia	mixed	L2.2.1/Asia_Ancestral3;L4.1	07-10-2013	G701764/07-10-2013/1
G701765	TheGambia	L4	L4.6.2.2	25-10-2013	G701765/25-10-2013/1
G701766	TheGambia	L4	L4.3.4.2	28-10-2013	G701766/28-10-2013/1
G701767	TheGambia	L4	L4.1.2.1	31-10-2013	G701767/31-10-2013/1
G701768	TheGambia	L4	L4.3.3	04-11-2013	G701768/04-11-2013/1
G701769	TheGambia	L4	L4.1.2.1	04-11-2013	G701769/04-11-2013/1
G701770	TheGambia	L4	L4.1.2.1	07-11-2013	G701770/07-11-2013/1
G701772	TheGambia	L4	L4.3.3	08-11-2013	G701772/08-11-2013/1
G701773	TheGambia	L4	L4.1.2.1	18-11-2013	G701773/18-11-2013/1
G701774	TheGambia	L4	L4.6.2.2	22-11-2013	G701774/22-11-2013/1
G701775	TheGambia	L4	L4.3.4.1	02-12-2013	G701775/02-12-2013/1
G701776	TheGambia	L4	L4.1.2	05-12-2013	G701776/05-12-2013/1
G701777	TheGambia	L4	L4.3.3	16-12-2013	G701777/16-12-2013/1
G701778	TheGambia	L4	L4.1.2.1	16-12-2013	G701778/16-12-2013/1
G701779	TheGambia	L4	L4.1	19-12-2013	G701779/19-12-2013/1
G701780	TheGambia	L4	L4.3.4.2	09-01-2013	G701780/09-01-2013/1
G701782	TheGambia	L4	L4.1.2.1	11-02-2013	G701782/11-02-2013/1
G701783	TheGambia	L4	L4.3.1	05-03-2013	G701783/05-03-2013/1
G701784	TheGambia	L4	L4.1	11-04-2013	G701784/11-04-2013/1
G701785	TheGambia	L4	L4.1.1.1	17-04-2013	G701785/17-04-2013/1
G701786	TheGambia	L4	L4.1	22-04-2013	G701786/22-04-2013/1
G701788	TheGambia	L4	L4.6.2.2	26-04-2013	G701788/26-04-2013/1
G701789	TheGambia	L4	L4.6.2.2	29-05-2013	G701789/29-05-2013/1
G701790	TheGambia	L4	L4.1.2.1	04-06-2013	G701790/04-06-2013/1
G701791	TheGambia	L4	L4.6.2.2	06-06-2013	G701791/06-06-2013/1
G701792	TheGambia	L4	L4.1.2.1	11-07-2013	G701792/11-07-2013/1
G701796	TheGambia	L4	L4.1.2.1	07-08-2013	G701796/07-08-2013/1
G701797	TheGambia	mixed	L1.1.1.1;L4.1.2.1	16-08-2013	G701797/16-08-2013/1
G701798	TheGambia	L4	L4.1.1.1	27-08-2013	G701798/27-08-2013/1
G701801	TheGambia	L4	L4.6.2.2	24-09-2013	G701801/24-09-2013/1
G701803	TheGambia	L4	L4.1.2.1	03-10-2013	G701803/03-10-2013/1
G701804	TheGambia	L4	L4.1.2.1	14-10-2013	G701804/14-10-2013/1
G701805	TheGambia	L4	L4.3.2	21-10-2013	G701805/21-10-2013/1
G701806	TheGambia	L4	L4.1	21-10-2013	G701806/21-10-2013/1
G701807	TheGambia	L4	L4.8	24-10-2013	G701807/24-10-2013/1
G701808	TheGambia	mixed	L4.1.2.1;L2.2.1/Asia_Ancestral3	30-10-2013	G701808/30-10-2013/1
G701809	TheGambia	L4	L4.7	31-10-2013	G701809/31-10-2013/1
G701810	TheGambia	L4	L4.1.2.1	11-11-2013	G701810/11-11-2013/1
G701812	TheGambia	L4	L4.1.2.1	18-11-2013	G701812/18-11-2013/1
G701813	TheGambia	L4	L4.6.2.2	19-11-2013	G701813/19-11-2013/1
G701814	TheGambia	L4	L4.1.2.1	25-11-2013	G701814/25-11-2013/1
G701815	TheGambia	L4	L4.1	13-12-2013	G701815/13-12-2013/1
G701816	TheGambia	L4	L4.3.4.2	23-12-2013	G701816/23-12-2013/1
G701817	TheGambia	L4	L4.3.3	23-12-2013	G701817/23-12-2013/1
G701821	TheGambia	L4	L4.3.2	25-02-2013	G701821/25-02-2013/1
G701823	TheGambia	L4	L4.1.2.1	28-02-2013	G701823/28-02-2013/1
G701824	TheGambia	L4	L4.1.2.1	03-04-2013	G701824/03-04-2013/1
G701825	TheGambia	L4	L4.1.2.1	23-04-2013	G701825/23-04-2013/1
G701827	TheGambia	L4	L4.1.2.1	17-06-2013	G701827/17-06-2013/1
G701829	TheGambia	L4	L4.1.2.1	21-06-2013	G701829/21-06-2013/1
G701830	TheGambia	L4	L4.1.2.1	27-06-2013	G701830/27-06-2013/1
G701831	TheGambia	L4	L4.3.4.2	02-07-2013	G701831/02-07-2013/1
G701832	TheGambia	L4	L4.3.2	15-07-2013	G701832/15-07-2013/1
G701833	TheGambia	L4	L4.8	23-07-2013	G701833/23-07-2013/1
G701834	TheGambia	L4	L4.1.2.1	20-08-2013	G701834/20-08-2013/1
G701835	TheGambia	L4	L4.3.4.1	04-09-2013	G701835/04-09-2013/1
G701837	TheGambia	L4	L4.8	26-09-2013	G701837/26-09-2013/1
G701838	TheGambia	L4	L4.1.1.1	12-11-2013	G701838/12-11-2013/1
G701839	TheGambia	L4	L4.1.2.1	25-11-2013	G701839/25-11-2013/1
G701840	TheGambia	L4	L4.3.4.2	19-12-2013	G701840/19-12-2013/1
G701841	TheGambia	L4	L4.3.4.1	19-03-2013	G701841/19-03-2013/1
G701842	TheGambia	L4	L4.3.4.2	21-03-2013	G701842/21-03-2013/1
